break_start,break_end,slope,intercept
2020-03-11,2020-03-25,-0.08584,1576.1
2020-03-25,2020-06-12,-0.0057115,106.04
2020-06-12,2020-07-13,0.0030716,-55.79
2020-07-13,2020-09-17,0.0078854,-144.63
2020-09-17,2020-09-22,-0.11104,2058.2
2020-09-22,2020-11-03,0.011051,-203.88
2020-11-03,2020-11-16,-0.018084,337.14
2020-11-16,2020-12-26,0.0012951,-22.973
2020-12-26,2021-01-22,-0.012838,240.22
