break_start,break_end,slope,intercept
2020-03-11,2020-03-17,0.057443,-1051
2020-03-17,2020-03-25,-0.14911,2736.7
2020-03-25,2020-06-12,-0.0050439,93.753
2020-06-12,2020-07-13,0.0025136,-45.494
2020-07-13,2020-09-17,0.0079478,-145.79
2020-09-17,2020-09-22,-0.11129,2062.7
2020-09-22,2020-11-03,0.011054,-203.93
2020-11-03,2020-11-16,-0.018087,337.18
2020-11-16,2020-12-26,0.0012953,-22.975
2020-12-26,2021-01-22,-0.012838,240.22
