t_start,t_end,Mean(R),Std(R),Quantile.0.025(R),Quantile.0.05(R),Quantile.0.25(R),Median(R),Quantile.0.75(R),Quantile.0.95(R),Quantile.0.975(R),date_start,date_end,Region
57,63,0.9987504837696327,0.03314469892748274,0.9348360773820701,0.9448647650900256,0.9761993720527216,0.9983838592191168,1.0209019385010607,1.0538867978016928,1.0647483582671549,2020-05-11,2020-05-17,Toronto
58,64,1.0732375383310004,0.0343008204811796,1.0070534379006957,1.0174477882503166,1.0499071230437764,1.0728721407992987,1.0961696334531108,1.130273697755763,1.1414981360196146,2020-05-12,2020-05-18,Toronto
59,65,1.1568154511562552,0.03531540732371281,1.0886252530168898,1.0993461249676941,1.1328037421148072,1.1564560999474238,1.1804354303065374,1.2155105614775301,1.2270477885544078,2020-05-13,2020-05-19,Toronto
60,66,1.1527634357274628,0.03466271922040201,1.0858182787362882,1.0963470086173923,1.129198274546765,1.1524160271528687,1.175949885471716,1.2103649092388977,1.2216828644648394,2020-05-14,2020-05-20,Toronto
61,67,1.142493968349785,0.03392715076206863,1.0769573054768826,1.0872673868908793,1.1194310864550847,1.1421581558142175,1.1651907795022256,1.1988660407948175,1.2099390049264218,2020-05-15,2020-05-21,Toronto
62,68,1.1183420131619655,0.03307893550442637,1.0544401283653602,1.0644939079087912,1.0958564038325853,1.118015887756954,1.1404721116750016,1.173302565565734,1.1840972212737733,2020-05-16,2020-05-22,Toronto
63,69,1.0836249428197657,0.03217899422058783,1.021465172592861,1.0312440087987504,1.061750416768218,1.0833064336199507,1.1051522605725055,1.1370923443747276,1.1475947544148317,2020-05-17,2020-05-23,Toronto
64,70,1.0186043703115306,0.030952184599846916,0.958834892692753,0.9682328483610377,0.9975600723416163,1.0182908742771068,1.0393069251917193,1.0700452596053347,1.080155399274297,2020-05-18,2020-05-24,Toronto
65,71,1.006722610234713,0.03073335423285941,0.9473798566479862,0.956709732198592,0.9858263381644865,1.006409883613899,1.0272779780248775,1.0578022311125181,1.067842542508857,2020-05-19,2020-05-25,Toronto
66,72,0.9502314900288891,0.029885039951464278,0.8925531289864084,0.9016150873811204,0.9299072088153643,0.9499182108424166,0.9702142650697225,0.9999165206939029,1.009690168619815,2020-05-20,2020-05-26,Toronto
67,73,0.9221025830738492,0.029606929631030097,0.864979631863943,0.8739499178528352,0.9019640540009314,0.9217857286997047,0.9418957089969724,0.9713360718850794,0.9810261681228751,2020-05-21,2020-05-27,Toronto
68,74,0.9548156211172131,0.030407523995667735,0.8961404016049257,0.9053562494785459,0.934133912959604,0.9544928495773853,0.9751454756800316,1.0053760003248968,1.0153251011836815,2020-05-22,2020-05-28,Toronto
69,75,1.2382511763280024,0.03482853541985131,1.170921044579034,1.1815256492808768,1.2145850901463218,1.237924648609789,1.2615613124258769,1.2960905223731327,1.3074369196453302,2020-05-23,2020-05-29,Toronto
70,76,1.2026018495954076,0.033574421570999526,1.137689442433567,1.147914841440662,1.1797891639445972,1.202289418759356,1.2250739521751943,1.2583545907957332,1.2692897579697318,2020-05-24,2020-05-30,Toronto
71,77,1.1433561811022743,0.03195777679299057,1.0815703762655258,1.0913030170864964,1.1216417683279283,1.143058445885387,1.164746030618311,1.1964249499363466,1.2068339739420295,2020-05-25,2020-05-31,Toronto
72,78,1.1082953310145014,0.0310020260424876,1.0483579823438613,1.057799296616383,1.0872302055911964,1.1080062741741084,1.1290453535479745,1.1597773674206995,1.1698753496510341,2020-05-26,2020-06-01,Toronto
73,79,1.1250528613009365,0.030919248943460157,1.0652610500923165,1.0746828730085607,1.10404663122321,1.1247696280449995,1.1457503366209025,1.176388986631717,1.1864542484054528,2020-05-27,2020-06-02,Toronto
74,80,1.1214822819684171,0.03052288162660789,1.062449204865612,1.071753307289711,1.1007467599448846,1.1212053849214167,1.1419159562807624,1.1721557801701517,1.1820889274469268,2020-05-28,2020-06-03,Toronto
75,81,1.0656157740893037,0.029408188781251277,1.0087492905731643,1.0177093834924817,1.0456355523660663,1.0653452567837494,1.0853011028544723,1.1144449263729326,1.1240195703696418,2020-05-29,2020-06-04,Toronto
76,82,0.8224084563860421,0.02567520305253231,0.7728494395161919,0.7806370942109004,0.8049482405646201,0.8221412825916384,0.8395774255014256,0.8650911762034256,0.8734857812131697,2020-05-30,2020-06-05,Toronto
