t_start,t_end,Mean(R),Std(R),Quantile.0.025(R),Quantile.0.05(R),Quantile.0.25(R),Median(R),Quantile.0.75(R),Quantile.0.95(R),Quantile.0.975(R),date_start,date_end,Region
326,332,0.8223238969747222,0.016400620313662198,0.7904901963684065,0.7955345130282075,0.8112032189333498,0.8222148669414968,0.8333257195323087,0.8494851926079541,0.8547772031645356,2021-02-07,2021-02-13,Toronto
327,333,0.7951953191119179,0.01639665112669986,0.7633798883665884,0.7684188023735127,0.7840753756104932,0.7950826242025009,0.8061924120654794,0.8223562488287054,0.8276511823037208,2021-02-08,2021-02-14,Toronto
328,334,0.8361471739339569,0.017139346060862693,0.8028886571342139,0.8081565986887346,0.8245239150139365,0.836030069402915,0.8476427752910132,0.8645372037829772,0.8700711826040914,2021-02-09,2021-02-15,Toronto
329,335,0.8261305153158877,0.01730899308415711,0.7925502986849794,0.7978674164565004,0.8143908208673729,0.82600963310618,0.8377384341507212,0.8548059548376741,0.8603976917764714,2021-02-10,2021-02-16,Toronto
330,336,0.8466612524889401,0.017797844488420485,0.8121338197880514,0.8176006410727323,0.8345897804565824,0.8465365450094714,0.8585967789297299,0.8761472529313009,0.8818973835657965,2021-02-11,2021-02-17,Toronto
331,337,0.8612745517399463,0.01820994454220413,0.8259497706514143,0.8315423359183675,0.8489231794072053,0.8611462174034215,0.8734860248039649,0.8914445281523421,0.8973286421718889,2021-02-12,2021-02-18,Toronto
332,338,0.8978975890975021,0.01882504855160158,0.8613764054962099,0.8671591394022926,0.8851295955321374,0.8977660324386179,0.9105221706648288,0.9290847910132531,0.9351663942018825,2021-02-13,2021-02-19,Toronto
333,339,0.9296273591431083,0.019325343377501372,0.8921323159538055,0.8980700265538397,0.9165206485102528,0.9294934490957809,0.9425880922863688,0.9616414715661782,0.9678833979451655,2021-02-14,2021-02-20,Toronto
334,340,0.9830134654755917,0.01997846293202053,0.9442423834899216,0.950384269676801,0.9694654396506625,0.9828781234130216,0.9964139526816226,1.0161043258018236,1.0225536812399865,2021-02-15,2021-02-21,Toronto
335,341,0.9589814452073124,0.01973613970893797,0.9206854585694547,0.9267509360136139,0.9455968517026975,0.9588460566188897,0.9722184494110032,0.9916737776576785,0.998046829922986,2021-02-16,2021-02-22,Toronto
336,342,0.9933746250728492,0.020126785591610664,0.9543144982500669,0.9605024588741808,0.979726239842934,0.9932386986283825,1.0068748346306065,1.0267104491745485,1.033207206676045,2021-02-17,2021-02-23,Toronto
337,343,0.9757183185564591,0.01995004460526195,0.9370047243271135,0.9431369487101563,0.9621891311786658,0.9755823522601266,0.9890992868453375,1.0087634822624363,1.0152045939661412,2021-02-18,2021-02-24,Toronto
338,344,0.9758316329748442,0.019973247460644755,0.9370734208564787,0.9432126158890579,0.9622866349883079,0.9756953660563359,0.9892280841623741,1.0089154693730105,1.0153642346670089,2021-02-19,2021-02-25,Toronto
339,345,0.9531787399461528,0.01978077210318119,0.9147993971477291,0.9208773058944821,0.9397632765468891,0.9530419104298948,0.9664450432906888,0.9859469124126017,0.9923356693828171,2021-02-20,2021-02-26,Toronto
340,346,0.9321957958793229,0.01964368434762556,0.894088435080152,0.9001218478926634,0.9188721964609698,0.9320578190791382,0.9453689846178368,0.9647403958073886,0.971087263068584,2021-02-21,2021-02-27,Toronto
341,347,0.9297849667253321,0.019751388978581357,0.8914718799452458,0.8975371021342613,0.9163877209278364,0.9296451111148109,0.9430297537482581,0.9625098920757804,0.9688928368874798,2021-02-22,2021-02-28,Toronto
342,348,0.9296360582023115,0.01989237526620825,0.8910524347500877,0.8971597861966423,0.9161426380458264,0.929494176207526,0.9429748106153915,0.9625963031729903,0.9690259806783754,2021-02-23,2021-03-01,Toronto
343,349,0.93185246900491,0.02005491562111298,0.892955943783826,0.8991122629856567,0.9182483572508346,0.9317086019541746,0.945299749095208,0.9650834192171291,0.9715665740391991,2021-02-24,2021-03-02,Toronto
344,350,0.9189080333030878,0.02004744460183778,0.8800316438267584,0.8861834366004043,0.9053079463810593,0.9187622484211655,0.9323491979523196,0.9521299161363161,0.9586129012715402,2021-02-25,2021-03-03,Toronto
345,351,0.9421687725139033,0.020457773761113244,0.90249465147094865,0.9087731548546715,0.9282906922505516,0.9420207067517714,0.9558854440658409,0.9760694565917573,0.9826843340731183,2021-02-26,2021-03-04,Toronto
346,352,0.9531494515874905,0.020696202644328563,0.9130129412111079,0.9193646185661302,0.9391096266877477,0.9529996601657282,0.9670259866083348,0.9874452374168499,0.9941372092032367,2021-02-27,2021-03-05,Toronto
347,353,1.0052991461769412,0.021341093206833854,0.9639021114915443,0.9704556130343239,0.9908236678630384,1.0051481363684909,1.0196100063493894,1.0406577881049428,1.0475543522775812,2021-02-28,2021-03-06,Toronto
348,354,1.0424026429985407,0.021712010432469665,1.0002778269222474,1.0069485084445164,1.02767710688699,1.042251901734677,1.0569638536480381,1.0783709702620132,1.0853841045641264,2021-03-01,2021-03-07,Toronto
349,355,1.091824698991608,0.022103344948703096,1.0489283058055965,1.0557240963479584,1.0768360332990763,1.091675546235005,1.1066507707871116,1.1284340757328046,1.1355687106177421,2021-03-02,2021-03-08,Toronto
350,356,1.0865481644296464,0.02183162079143181,1.0441759506659012,1.0508894493442633,1.071744345196995,1.0864019496313373,1.1011925924593615,1.1227056319443403,1.1297513006093178,2021-03-03,2021-03-09,Toronto
351,357,1.099437977948872,0.021746547109190995,1.0572243887252575,1.0639142961018864,1.0846930494649092,1.0992946012555327,1.1140266090496653,1.1354507311505073,1.142466361082479,2021-03-04,2021-03-10,Toronto
352,358,1.0694896200450144,0.021233243502465974,1.0282739340665163,1.034805340665672,1.0550924520248957,1.0693491043919718,1.0837336095614711,1.1046532115093772,1.111503840927961,2021-03-05,2021-03-11,Toronto
353,359,1.1145696202950106,0.021517750376063394,1.0727904385047908,1.0794138112100762,1.0999816274220724,1.1144311502987982,1.1290066645931591,1.1501977634848795,1.157135711961729,2021-03-06,2021-03-12,Toronto
354,360,1.12286627247037,0.021369523277748978,1.0813692932734449,1.087949256860413,1.1083798090746766,1.122730712628617,1.1372049596650262,1.158245695351012,1.165133623556161,2021-03-07,2021-03-13,Toronto
355,361,1.0800288791762822,0.020697197681506147,1.039840085329567,1.0462119964201702,1.0659977025501546,1.0798966713941904,1.0939159337585862,1.1142967350265904,1.1209689954720878,2021-03-08,2021-03-14,Toronto
356,362,1.054403460374672,0.020284492671735654,1.0150174745088396,1.021261759413189,1.0406518005701257,1.0542733863144123,1.0680133241528929,1.0879888561124444,1.0945286429537728,2021-03-09,2021-03-15,Toronto
357,363,1.0550739141292715,0.020196732701777916,1.0158564924203104,1.0220744894027491,1.0413820912625622,1.0549450450685032,1.068625254548702,1.0885129232578459,1.0950236847045787,2021-03-10,2021-03-16,Toronto
358,364,1.0710989888136966,0.02025634222939095,1.031761361810953,1.037999476128528,1.0573675826248004,1.0709712973157641,1.0846911962085777,1.1046340691042549,1.111162272801734,2021-03-11,2021-03-17,Toronto
359,365,1.1144645656518064,0.020529397165498595,1.0745870597311313,1.0809130698180613,1.1005498451285063,1.1143385117944544,1.1282418725430363,1.1484460429053338,1.1550584221892868,2021-03-12,2021-03-18,Toronto
360,366,1.0245291986934242,0.01946986150524358,0.9867206176120384,0.9927158520946348,1.0113306164778895,1.0244058680963501,1.0375933360223186,1.0567632374657796,1.0630386542008299,2021-03-13,2021-03-19,Toronto
361,367,0.8657557884149305,0.01784020942311788,0.831139109078853,0.8366217366928191,0.8536568884277077,0.8656332499860728,0.8777211072724479,0.8953078302886358,0.9010688398118558,2021-03-14,2020-08-14,Toronto
362,368,0.7700948553715438,0.017071120004735426,0.7369959310670797,0.7422321420326905,0.758512836189798,0.7699687173820001,0.7815393697008375,0.7983878374524852,0.8039106070287517,2021-03-15,2020-08-18,Toronto
363,369,0.6823317707224518,0.016500516478488287,0.6503709331023132,0.6554195736257831,0.6711310304171199,0.6821987671903306,0.6933875222674716,0.7096976558032435,0.7150484508733266,2021-03-16,2020-07-30,Toronto
2,8,2.170232650018486,0.40300208586806224,1.4534388662127862,1.5525378330375421,1.8865611256067953,2.145339064312983,2.4267893040500494,2.8728568138961554,3.0284321389781477,2020-03-17,2020-03-23,Peel
3,9,2.728320930718907,0.41130985613035653,1.9824021649566093,2.088815975417072,2.4407995128376734,2.707679901354475,2.9933531507102145,3.438242525864255,3.5915069710075684,2020-03-18,2020-03-24,Peel
4,10,2.513978640965056,0.34210916081221665,1.8885781284907162,1.9789411813964326,2.2755615918432017,2.4984773993918985,2.73550479092358,3.101897260004917,3.2274506642668337,2020-03-19,2020-03-25,Peel
5,11,2.8825859301137893,0.32028732556819883,2.2891893171253916,2.3767537744364198,2.660581393150211,2.8707321542828237,3.091672122895944,3.428854934720455,3.543336012541154,2020-03-20,2020-03-26,Peel
6,12,3.042835646529809,0.2813102550352012,2.516507983666543,2.595371521247766,2.8486678885460983,3.0341710035955254,3.227559752124273,3.5198569325050046,3.6183984243669713,2020-03-21,2020-03-27,Peel
7,13,2.595331385045361,0.218566331172018,2.1846403867394226,2.246586164190459,2.4447584942388048,2.5891984351701165,2.7392197020908355,2.9649974007515087,3.0408722994250437,2020-03-22,2020-03-28,Peel
8,14,2.381915578043899,0.18161936015232713,2.0392405479847535,2.0912559235253982,2.2570298379400504,2.3773010563529495,2.5017715942015673,2.6883162419481996,2.750812623352332,2020-03-23,2020-03-29,Peel
9,15,2.5515450467509613,0.16644444636561095,2.2357223116491602,2.284078530141043,2.437394839253012,2.5479267479833165,2.661751245159911,2.8313541674576217,2.8879291679396726,2020-03-24,2020-03-30,Peel
10,16,1.9870918392666148,0.12853428596338434,1.7431341101531237,1.7805029137040607,1.898952678772742,1.9843211302100818,2.072210873226161,2.203132099423716,2.2467944456714455,2020-03-25,2020-03-31,Peel
11,17,1.922873715908042,0.11511943816833696,1.703840779187362,1.737517484398256,1.8440256165113593,1.9205768643366166,1.9992181670765714,2.116064853468494,2.1549588787748015,2020-03-26,2020-04-01,Peel
12,18,1.841991512195561,0.10394959476397161,1.6438658708941527,1.674409039875529,1.7708536389323055,1.8400364766537918,1.9109983084749067,2.0162428908715198,2.05122701167635,2020-03-27,2020-04-02,Peel
13,19,1.5461940278059312,0.08824595425155674,1.3780537150486818,1.4039615352984294,1.4857934731098599,1.5445155313719061,1.6047649487694284,1.694152114306836,1.7238727043314415,2020-03-28,2020-04-03,Peel
14,20,1.4329073382549908,0.08073518223719461,1.2790208659264934,1.3027457381012513,1.3776574549217842,1.4313913197781887,1.4865046926256882,1.5682402943811797,1.595408872597705,2020-03-29,2020-04-04,Peel
15,21,1.617933432830962,0.08267253646032498,1.4599357102458146,1.4843928334249534,1.5614307767352793,1.6165255278168968,1.6729013880946946,1.7562765836709002,1.7839318993389985,2020-03-30,2020-04-05,Peel
16,22,1.366136407955661,0.07200171072701438,1.2286435816715995,1.2499004569032304,1.3169072066318501,1.3648716752691552,1.4139869803006544,1.4866865343067721,1.5108163533095937,2020-03-31,2020-04-06,Peel
17,23,1.3832478799700865,0.0698645682849117,1.2496880736381653,1.270371692233875,1.3355058174376904,1.3820718267580023,1.4297079722114359,1.500135740529948,1.5234908841310753,2020-04-01,2020-04-07,Peel
18,24,1.4256900045829566,0.06867307109868256,1.2942531765821625,1.3146444465147995,1.37878937938342,1.4245875345003176,1.4713888630684329,1.540496229197785,1.5633918953600607,2020-04-02,2020-04-08,Peel
19,25,1.270483873747109,0.062365600524637764,1.1511744903132337,1.1696712986873443,1.2278812363149294,1.2694635506166576,1.3119742925327054,1.374776903201967,1.395591492728516,2020-04-03,2020-04-09,Peel
20,26,1.2705582971562432,0.06077904587567474,1.1542108142363305,1.1722656750088187,1.2290523614874098,1.2695892766684505,1.3110079343707057,1.3721563716569527,1.392412484278028,2020-04-04,2020-04-10,Peel
21,27,1.336200818306404,0.06092551307230924,1.2194415427305552,1.2375912522455268,1.294618082756895,1.3352749443817813,1.3767742831065803,1.4379686548653816,1.4582216207628191,2020-04-05,2020-04-11,Peel
22,28,1.126899474078626,0.054280837668569434,1.0230086619998917,1.0391264093987072,1.0898280983227324,1.1260280553604478,1.163020944684251,1.2176450595309471,1.2357423416006883,2020-04-06,2020-04-12,Peel
23,29,1.1698663455796072,0.05460468482299177,1.0652772355343367,1.0815217889616768,1.1325876456891637,1.1690168792109312,1.2062190667631603,1.2611085385681426,1.2792827699872225,2020-04-07,2020-04-13,Peel
24,30,1.188968322549421,0.05438214526757594,1.0847564083452443,1.100953926112234,1.1518502269761648,1.1881392982749661,1.2251827209016637,1.2798106235380489,1.2978913887453574,2020-04-08,2020-04-14,Peel
25,31,1.08172305211305,0.050992913700996456,0.9840746850567047,0.9992358514936284,1.0469060856126529,1.0809218813816452,1.1156666864825329,1.1669431472423604,1.1839242784552624,2020-04-09,2020-04-15,Peel
26,32,1.0823684322958047,0.05063105972011439,0.9853953258349201,1.0004558076842875,1.0478016533922738,1.0815790610563634,1.1160747406477034,1.1669737013848756,1.1838273463199684,2020-04-10,2020-04-16,Peel
27,33,1.1177578507024724,0.05117861624352205,1.0196871847197044,1.0349296208466867,1.0828258802653923,1.1169768451946362,1.151838467981844,1.2032501872058332,1.2202667889564909,2020-04-11,2020-04-17,Peel
28,34,1.3483435614861214,0.05565209464613788,1.241459109068425,1.2581283740690996,1.3104011414676564,1.3475779695736647,1.3854514225465968,1.4411702725412907,1.4595787159414524,2020-04-12,2020-04-18,Peel
29,35,1.4759343712110247,0.056392553581552735,1.3674617173454788,1.38441787892855,1.4375168416234099,1.475216217137903,1.5135690485294493,1.5699005680099756,1.588488160177134,2020-04-13,2020-04-19,Peel
30,36,1.3449068719412889,0.05134878297879754,1.2461346786228025,1.2615748136696656,1.309925666650125,1.3442534265418755,1.3791757631781498,1.4304679061227432,1.4473924731863927,2020-04-14,2020-04-20,Peel
31,37,1.281542014402452,0.048368686373309974,1.1884818819838763,1.2030338997456507,1.2485946382831254,1.2809335463222553,1.3138261052561948,1.3621256819058036,1.3780599585128464,2020-04-15,2020-04-21,Peel
32,38,1.2544508395372898,0.04662129828914554,1.1647267817333324,1.1787632344563328,1.222698380152486,1.2538733311988006,1.2855737619326963,1.3321083898719315,1.347456772338013,2020-04-16,2020-04-22,Peel
33,39,1.2074347602442137,0.0446891654339875,1.1214225855112805,1.13487989992206,1.1769994024006125,1.2068834649495987,1.2372691555562272,1.2818701500975338,1.2965798464566005,2020-04-17,2020-04-23,Peel
34,40,1.1243164150947969,0.04231420647680274,1.0429006006799624,1.055632797253953,1.095493959800222,1.1237856209517563,1.1525602566334183,1.1948106311974598,1.2087486348740752,2020-04-18,2020-04-24,Peel
35,41,0.9492459337621888,0.03846538637150863,0.8753421688351818,0.8868744579036733,0.9230260131991443,0.9487264189777306,0.9748995391114414,1.0133895348020439,1.0261019971070087,2020-04-19,2020-04-25,Peel
36,42,0.7886369270080404,0.03530423747439771,0.7209507520214675,0.7314789068222065,0.7645461592483386,0.7881101780413843,0.8121534985923017,0.8475917523847746,0.8593164971049406,2020-04-20,2020-04-26,Peel
37,43,0.7798714766541689,0.03601111887338873,0.710878899870968,0.7215987598232241,0.7552896983905689,0.7793172670867706,0.8038491264426681,0.8400346714034181,0.852013495812755,2020-04-21,2020-04-27,Peel
38,44,0.7711922413957847,0.036806997489770454,0.700729855991102,0.7116651541845079,0.7460574701405825,0.7706067531240016,0.7956887903257494,0.8327165035950733,0.8449818125438076,2020-04-22,2020-04-28,Peel
39,45,0.7615158241341748,0.03751719186524066,0.6897494850000118,0.7008740692350566,0.7358862773111551,0.7608997997038891,0.7864738644966306,0.8242589183708938,0.8367828718669805,2020-04-23,2020-04-29,Peel
40,46,0.7681423395815413,0.0386494355783637,0.6942492139762105,0.7056942891373772,0.7417324437591319,0.7674942155362333,0.7938457400319758,0.8328012265174567,0.8457185827796462,2020-04-24,2020-04-30,Peel
41,47,0.8876766456703756,0.04256083751845898,0.8062082287792547,0.8188494792845775,0.8586111080953256,0.8869965264231846,0.9160008070413082,0.9588237855935728,0.973010011821606,2020-04-25,2020-05-01,Peel
42,48,0.845686059223188,0.04202247813437692,0.7653187609661062,0.7777725535169169,0.8169757463106527,0.844990123249869,0.8736377576785019,0.9159734934355955,0.9300081807499074,2020-04-26,2020-05-02,Peel
43,49,0.910266332579692,0.044154402784349234,0.825771422177179,0.8388766760316261,0.8801083181812304,0.9095524978331334,0.9396462195830378,0.9840909712191513,0.9988177862975367,2020-04-27,2020-05-03,Peel
44,50,0.9003944822538494,0.04430551602017506,0.8156402637452453,0.8287787135470783,0.8701279983815894,0.8996678759786083,0.9298689181944014,0.9744887992575456,0.9892778178880456,2020-04-28,2020-05-04,Peel
45,51,0.9349914499432701,0.04551467164805105,0.8479010435486162,0.8614070866800041,0.9039030256727494,0.9342530138924333,0.9652749300774989,1.0110947137282111,1.0262782017886798,2020-04-29,2020-05-05,Peel
46,52,0.972997994235731,0.04670539831997526,0.8835986922982355,0.8974699741540682,0.9411016260143372,0.9722507860734476,1.004079854877792,1.0510748367749747,1.0666434948394015,2020-04-30,2020-05-06,Peel
47,53,1.003065730174912,0.04749653891216987,0.9121223574687672,0.9262402173144646,0.970634317128164,1.0023161544309467,1.0346800536204734,1.0824481407938373,1.0982687592706044,2020-05-01,2020-05-07,Peel
48,54,0.8991712863653525,0.044902471265459806,0.8133067470045938,0.8266098819545422,0.8684914440866833,0.8984239561184716,0.9290364916353416,0.9742819321881947,0.9892827079708384,2020-05-02,2020-05-08,Peel
49,55,0.9419643437671121,0.04635103518042361,0.8532971502286653,0.8670421825335297,0.9103005017725392,0.9412041911709731,0.9727995701660456,1.0194794841515262,1.0349512895699329,2020-05-03,2020-05-09,Peel
50,56,0.8955081222811051,0.04552123612303461,0.8084996358090117,0.8219707717751007,0.8643986099188175,0.8947369156760403,0.9257769726941613,0.9716761608174518,0.9868991690865612,2020-05-04,2020-05-10,Peel
51,57,0.9246964573802504,0.046704223968053744,0.8354121855213335,0.8492391135204356,0.8927810525341662,0.9239102698467996,0.9557548694893401,1.002835590745702,1.018448424036317,2020-05-05,2020-05-11,Peel
52,58,0.9040912766938328,0.046563069706165555,0.8151215175856293,0.8288892428034422,0.872264497385925,0.9032920291003553,0.9350468290869532,0.9820196511153104,0.9976029416102454,2020-05-06,2020-05-12,Peel
53,59,0.8887002960012166,0.04658055223441779,0.7997380866713133,0.8134950230494258,0.8568543983091532,0.8878866005155912,0.919659219712188,0.9666811945426411,0.9822865090162503,2020-05-07,2020-05-13,Peel
54,60,0.9437867321380947,0.04854315147289451,0.8510303673892721,0.8653848050528619,0.9106070868338826,0.9429545993062958,0.9760593035318903,1.0250271756010916,1.0412718809442225,2020-05-08,2020-05-14,Peel
55,61,0.9828188994245921,0.04983089627751521,0.8875667188767545,0.9023156667738058,0.9487652396085351,0.9819768522619735,1.0159546765011442,1.0661944664465186,1.0828562090032583,2020-05-09,2020-05-15,Peel
56,62,0.9235574980925635,0.04834120883892133,0.8312293355414311,0.8455075632329949,0.8905084718113064,0.9227142036590467,0.9556872857062353,1.0044840244525142,1.0206778673216172,2020-05-10,2020-05-16,Peel
57,63,1.0838270829812757,0.05269747608141722,0.982989760017332,0.9986283724147152,1.0478330175934227,1.0829731230793653,1.118890275471049,1.1719387607268426,1.1895172445893616,2020-05-11,2020-05-17,Peel
58,64,1.162033204304078,0.05418007751742258,1.0582547337951835,1.0743740036501979,1.1250448524095606,1.1611912598206338,1.1981037767784006,1.2525643831636428,1.2705962443860916,2020-05-12,2020-05-18,Peel
59,65,1.1011210941532472,0.05179237959436697,1.001936591085487,1.0173374877616406,1.065759187426011,1.1003091644957714,1.1355979405619967,1.1876742949685322,1.2049195974532232,2020-05-13,2020-05-19,Peel
60,66,1.0344068746467947,0.04959601351973301,0.9394719781281141,0.9542027885990407,1.000536892790698,1.0336143337724735,1.0674129330844042,1.1173144187474209,1.1338455846929776,2020-05-14,2020-05-20,Peel
61,67,1.0676476092801634,0.05021791930648535,0.9714782613853554,0.9864109791439873,1.0333606853647204,1.0668603618445176,1.1010763782314354,1.151569639669606,1.1682906942991627,2020-05-15,2020-05-21,Peel
62,68,1.2128235720442109,0.053237046094710465,1.110711556068303,1.1266049408152714,1.17650380093836,1.2120447120603979,1.2482943253667573,1.3016989889332327,1.319361677284739,2020-05-16,2020-05-22,Peel
63,69,1.281649186857783,0.05363534916277686,1.1786676640469906,1.1947212663013846,1.2450764613372856,1.28090107472102,1.3174064087516277,1.3711290061233037,1.38888207515231,2020-05-17,2020-05-23,Peel
64,70,1.2161579962574094,0.050761454001053884,1.1186890980138335,1.1338846066922452,1.1815458670297734,1.2154518218315686,1.2500003372386481,1.3008402299404067,1.3176399371717344,2020-05-18,2020-05-24,Peel
65,71,1.3042351381683208,0.05139406422865724,1.2054363114934397,1.2208663467685106,1.269212246823072,1.3035601303744857,1.3385222121692653,1.3899064583716838,1.4068699032074135,2020-05-19,2020-05-25,Peel
66,72,1.2478396168820498,0.04886917099159173,1.1538832091576032,1.16855965838868,1.2145393720958615,1.2472017200828784,1.2804444982305656,1.3292955141156517,1.3454210692603406,2020-05-20,2020-05-26,Peel
67,73,1.281295738733863,0.048290650123425746,1.1883832593929844,1.2029127752719255,1.2484019652719054,1.280689115708475,1.3135282381437143,1.3617479613100623,1.3776555448374705,2020-05-21,2020-05-27,Peel
68,74,1.1850739203355942,0.04524633252955949,1.0980401243173419,1.1116453052798614,1.1542499912165278,1.1844981324372914,1.2152701890370852,1.260466612811784,1.2753798112335832,2020-05-22,2020-05-28,Peel
69,75,1.0857725581919973,0.042522135125701965,1.0040190317024262,1.016789331355693,1.0567972864657613,1.0852175102273964,1.1141427789738807,1.1566491169441084,1.1706803153648344,2020-05-23,2020-05-29,Peel
70,76,1.0266952596845422,0.041067810387381685,0.9477708469360725,0.9600914393402883,0.9987050794247985,1.0261477408275326,1.0540885973215626,1.0951667299420123,1.108731114038893,2020-05-24,2020-05-30,Peel
71,77,1.0197435022272978,0.04092089714810108,0.941106484152914,0.9533810200660919,0.9918525480211212,1.0191961881449365,1.0470378371779874,1.0879729358916457,1.101490797807975,2020-05-25,2020-05-31,Peel
72,78,0.8299773106887527,0.03693350557656994,0.7591579839577036,0.7701757129042048,0.8047764504494567,0.8294295352124995,0.8545810539323917,0.8916474374308766,0.9039095223616275,2020-05-26,2020-06-01,Peel
73,79,0.8959723133268573,0.039066249333330125,0.8210297691091768,0.8326969130364551,0.8693222041580616,0.8954045875329122,0.9220035569778853,0.9611842947471932,0.9741411188876491,2020-05-27,2020-06-02,Peel
74,80,0.8797322087138102,0.03930353650923403,0.8043750944629929,0.8160972117148974,0.8529130147172453,0.8791469604926332,0.9059134378066268,0.9453635589372886,0.9584151564297553,2020-05-28,2020-06-03,Peel
75,81,0.8729813149599411,0.03964003953801819,0.7970068999846722,0.8088184769021939,0.8459275628467985,0.8723814011659407,0.8993811166013793,0.939190533003154,0.9523649016965292,2020-05-29,2020-06-04,Peel
76,82,0.8304577492270678,0.039191724310844125,0.7554099310100343,0.7670616052875922,0.8036980549841398,0.8298413067208805,0.8565454781030158,0.8959566564329123,0.9090086607332125,2020-05-30,2020-06-05,Peel
77,83,0.8099993476331575,0.03938351598527022,0.7346384647945438,0.7463259987551497,0.7830991437716437,0.8093611397729612,0.8362038626232511,0.8758497056962297,0.8889870047032398,2020-05-31,2020-06-06,Peel
78,84,0.7553761660198572,0.03880106736933441,0.681232457362176,0.6927071052274358,0.7288557608720372,0.754711911011978,0.7811724938762757,0.8203110893987935,0.8332946551559962,2020-06-01,2020-06-07,Peel
79,85,0.7816664166631552,0.040473152884278094,0.7043436337952769,0.7163065087658763,0.7540003332616874,0.7809679876102756,0.80857117180449245,0.8494087599053114,0.8629581796754143,2020-06-02,2020-06-08,Peel
80,86,0.7330756914245947,0.040112117174048216,0.6565564246872005,0.6683682843597248,0.7056365322662437,0.7323442089048536,0.7597174980243362,0.8002782877041641,0.813751755579673,2020-06-03,2020-06-09,Peel
81,87,0.7008627990326974,0.04026351578283429,0.6241609125330051,0.6359760603504684,0.6733016245390544,0.7000919238264183,0.7275836870543979,0.7683791050741677,0.781945322858491,2020-06-04,2020-06-10,Peel
82,88,0.6861267632082441,0.04107733484489005,0.6079706374757814,0.6199872813930121,0.6579918988244848,0.6853071923122283,0.7133682667639969,0.7550619245754455,0.7689402315442182,2020-06-05,2020-06-11,Peel
83,89,0.6710730219637304,0.04194206387273315,0.5913783873520349,0.6036065810767572,0.6423275056565168,0.6701994315218316,0.6988663015098192,0.7415194161745862,0.755731953616271,2020-06-06,2020-06-12,Peel
84,90,0.6495898851281645,0.04264766531896811,0.568684744612655,0.5810682208413852,0.6203384822673548,0.6486568050985885,0.6778242157232558,0.7212944376790149,0.735797353223944,2020-06-07,2020-06-13,Peel
85,91,0.6574941957508064,0.044429340414952834,0.5732918043178405,0.5861606323329351,0.6270066770319066,0.6564937147956414,0.6868911807125112,0.7322405675204378,0.7473819093185775,2020-06-08,2020-06-14,Peel
86,92,0.7198479706897288,0.04809686565866885,0.628659535262644,0.6426043248461148,0.6868498062139512,0.7187770522013088,0.7516788210113214,0.8007446971940231,0.8171220036757968,2020-06-09,2020-06-15,Peel
87,93,0.7290686010600189,0.049722065900858974,0.6348656099832048,0.6492557999749332,0.6949440737764546,0.7279385742219467,0.76196139081843,0.8127361149314956,0.8296930633688316,2020-06-10,2020-06-16,Peel
88,94,0.8010622339400008,0.053404148929333387,0.6998038516218491,0.7152903648914789,0.7644241739316723,0.7998757881442676,0.8364070530193307,0.8908812660471965,0.9090627105758523,2020-06-11,2020-06-17,Peel
89,95,0.9114205277005898,0.05799229944392281,0.801291990163747,0.8181750759042824,0.8716639165124458,0.9101908360136922,0.9498367468356218,1.008860652835844,1.0285369436444638,2020-06-12,2020-06-18,Peel
90,96,0.9072387700418135,0.05819939423365623,0.7967463458363455,0.8136783377352081,0.8673351514858828,0.9059945763607397,0.94578619117788,1.0050433457565875,1.0248014760939614,2020-06-13,2020-06-19,Peel
91,97,0.9581999879146907,0.06012281449003861,0.8439741744099202,0.8614974205366702,0.9169916143866909,0.9569428014128115,0.998037995795199,1.0591910153229365,1.0795699326941253,2020-06-14,2020-06-20,Peel
92,98,1.0422590365966586,0.06285058470451663,0.9227022279667633,0.9410781217576386,0.9992065968721631,1.0409959649072087,1.0839346858759031,1.1477484800415676,1.1689934472274592,2020-06-15,2020-06-21,Peel
93,99,1.06320632170974,0.06308968807404364,0.9431359217888078,0.961604530190164,1.0200002359686924,1.0619586876857006,1.1050524408709956,1.16906397907851,1.190366607044597,2020-06-16,2020-06-22,Peel
94,100,1.0778889532215845,0.06297094501676288,0.9579886332432461,0.9764441916513955,1.034773850618964,1.076662934247261,1.1196676470181057,1.1835158461336794,1.2047563370916174,2020-06-17,2020-06-23,Peel
95,101,1.05125643410079,0.06162574355624577,0.9339293930424778,0.9519860626526431,1.0090603026272513,1.0500524912743152,1.0921402213639857,1.1546336323980457,1.1754250855060966,2020-06-18,2020-06-24,Peel
96,102,1.0063137473199393,0.05992511159906107,0.8922782442869803,0.9098157434303826,0.9652727758991178,1.0051245014482086,1.046058398141736,1.1068684468831205,1.127107333355011,2020-06-19,2020-06-25,Peel
97,103,1.0581926816610943,0.061402567191012426,0.9412552188196907,0.9592602155583541,1.0161554736868283,1.0570052728115298,1.0989355659737017,1.1611755733160143,1.1818778036440383,2020-06-20,2020-06-26,Peel
98,104,1.0622096092593312,0.06122474403704381,0.9455879128432926,0.9635496588334412,1.0202981054944298,1.061033529266603,1.1028391369180515,1.1648813399155686,1.1855145903898205,2020-06-21,2020-06-27,Peel
99,105,0.9401835705113393,0.057217749973867714,0.8313725158969407,0.8480895797222754,0.9009843037123789,0.9390231051519575,0.9781178932163179,1.0362360855755717,1.0555891450131563,2020-06-22,2020-06-28,Peel
